0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
